0.756407093	-0.291389022	-0.005018181	0.233178126	-0.533599873	0.677454385	-0.755738002	0.546312598	0.065905439	-0.379709001	0.403127177	-0.716930739
-0.716930739	0.756407093	-0.291389022	-0.005018181	0.233178126	-0.533599873	0.677454385	-0.755738002	0.546312598	0.065905439	-0.379709001	0.403127177
0.403127177	-0.716930739	0.756407093	-0.291389022	-0.005018181	0.233178126	-0.533599873	0.677454385	-0.755738002	0.546312598	0.065905439	-0.379709001
-0.379709001	0.403127177	-0.716930739	0.756407093	-0.291389022	-0.005018181	0.233178126	-0.533599873	0.677454385	-0.755738002	0.546312598	0.065905439
0.065905439	-0.379709001	0.403127177	-0.716930739	0.756407093	-0.291389022	-0.005018181	0.233178126	-0.533599873	0.677454385	-0.755738002	0.546312598
0.546312598	0.065905439	-0.379709001	0.403127177	-0.716930739	0.756407093	-0.291389022	-0.005018181	0.233178126	-0.533599873	0.677454385	-0.755738002
-0.755738002	0.546312598	0.065905439	-0.379709001	0.403127177	-0.716930739	0.756407093	-0.291389022	-0.005018181	0.233178126	-0.533599873	0.677454385
0.677454385	-0.755738002	0.546312598	0.065905439	-0.379709001	0.403127177	-0.716930739	0.756407093	-0.291389022	-0.005018181	0.233178126	-0.533599873
-0.533599873	0.677454385	-0.755738002	0.546312598	0.065905439	-0.379709001	0.403127177	-0.716930739	0.756407093	-0.291389022	-0.005018181	0.233178126
0.233178126	-0.533599873	0.677454385	-0.755738002	0.546312598	0.065905439	-0.379709001	0.403127177	-0.716930739	0.756407093	-0.291389022	-0.005018181
-0.005018181	0.233178126	-0.533599873	0.677454385	-0.755738002	0.546312598	0.065905439	-0.379709001	0.403127177	-0.716930739	0.756407093	-0.291389022
-0.291389022	-0.005018181	0.233178126	-0.533599873	0.677454385	-0.755738002	0.546312598	0.065905439	-0.379709001	0.403127177	-0.716930739	0.756407093
0.712127265	-0.427959338	0.116472262	-0.196722261	-0.053296731	0.589191098	-0.700175138	0.523332436	-0.332830161	0.091592323	0.265751894	-0.587483651
-0.587483651	0.712127265	-0.427959338	0.116472262	-0.196722261	-0.053296731	0.589191098	-0.700175138	0.523332436	-0.332830161	0.091592323	0.265751894
0.265751894	-0.587483651	0.712127265	-0.427959338	0.116472262	-0.196722261	-0.053296731	0.589191098	-0.700175138	0.523332436	-0.332830161	0.091592323
